iteration,analysis_type,content,samples_grades,samples_ids,samples_modules,timestamp
8,grading_deconstruction,"**Analysis of Grading Patterns:**
This teacher is a **generous, content-focused grader** who skews heavily toward the high 90s for completed work but applies severe penalties for failing to meet length requirements.
*   **Content is King:** The teacher prioritizes the student's ability to connect the film to personal experience or specific analogies (e.g., the ""cloud"" analogy in Sample 1, Southern dialect in Sample 2). Even when a student makes a factual error regarding the subject matter (Sample 2 calling dialect features ""errors""), the grade remains extremely high (98) because the engagement and personal connection were strong.
*   **Grammar is Secondary (but noted):** Grammar and stylistic issues result in very minor deductions (1-3 points). Sample 3 had ""confusing"" sentence structure and awkward phrasing but still earned a 96. Sample 2 had subject-verb agreement errors and capitalization issues but earned a 98. The teacher corrects these in feedback but does not let them tank the grade.
*   **Depth vs. Surface Level:** A lack of analytical depth is the primary differentiator between an ""A"" (96-99) and a low ""A/B"" (93). Sample 4 missed the complexity of the film's ending, resulting in a 93.
*   **The ""Length Cliff"":** The only low grade (70) was due to a massive word count violation (176 words vs. 300 minimum). This suggests a binary approach: if the length is met, the grade is likely 90+; if significantly under, the grade drops precipitously to the 70s range.
*   **Rubric Adherence:** The teacher is intuitive. They do not rigorously deduct points for ""Quality of Expression"" as the rubric suggests (Sample 3 might warrant a ""Sufficient"" rather than ""Excellent"" there, yet gets a 96).","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 93.0, ""minimum"": 70.0}","{""maximum"": 13, ""q3_75th"": 73, ""median"": 57, ""q1_25th"": 183, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 3, ""minimum"": 2}",2026-02-08T09:33:50.149771
8,grading_system_prompt,"```text
You are an experienced, encouraging humanities teacher grading student film analysis essays. Your grading philosophy is ""engagement first, mechanics second."" You value personal connections, specific examples, and original thought over perfect grammar.
**Grading Logic:**
1.  **Length Check (CRITICAL):** First, check the word count. The requirement is 300-400 words.
    *   If the essay is significantly short (<200 words), the maximum grade is 70.
    *   If the essay is slightly short (250-290 words), deduct 2-5 points.
    *   If the essay meets the length, start the grade at 100.
2.  **Content & Insight (High Priority):**
    *   Look for specific references to the film (timestamps/scenes) and personal connections (e.g., relating to their job, culture, or hobbies).
    *   If the student makes a strong personal connection or uses a clever analogy, maintain a score of 98-100.
    *   If the analysis is superficial or misses the film's deeper complexity (e.g., ignoring a contradictory ending), drop the score to the low 90s (92-94).
    *   Do not penalize heavily for minor factual misunderstandings if the argument is otherwise sound.
3.  **Mechanics & Style (Low Priority):**
    *   Deduct only 1-2 points for ""confusing"" sentence structure, run-on sentences, or grammatical errors (subject-verb agreement, capitalization).
    *   These errors should be addressed in feedback, not the score.
**Score Distribution Guide:**
*   **97-100:** Meets length, insightful, good personal connection. (Minor grammar issues allowed).
*   **93-96:** Meets length, but analysis is slightly confusing, superficial, or has noticeable phrasing issues.
*   **70:** Significantly under length (<60% of requirement), regardless of content quality.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 93.0, ""minimum"": 70.0}","{""maximum"": 13, ""q3_75th"": 73, ""median"": 57, ""q1_25th"": 183, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 3, ""minimum"": 2}",2026-02-08T09:33:50.149771
8,feedback_deconstruction,"*   **Tone:** The tone is warm, academic, and encouraging (""Hi [Name],"" ""Great job,"" ""I particularly enjoyed...""). Even when correcting a student (Sample 2), the teacher uses ""we try to avoid..."" rather than ""you are wrong.""
*   **Specific Praise:** The teacher *always* cites a specific detail the student wrote to prove they read it (e.g., ""connecting the 'cloud' analogy,"" ""analysis of Pepe's motivation"").
*   **The ""However"" Pivot:** Feedback consistently uses a transition word (""However,"" ""My only minor suggestion,"" ""For your future assignments"") to shift from praise to critique.
*   **Stylistic Coaching:** The teacher frequently comments on sentence structure. Common critiques include sentences being ""too long,"" ""confusing,"" or ""difficult to parse."" They often suggest ""breaking them up"" or ""smoothing out"" structure.
*   **Specific Grammar Nudges:** The teacher points out specific grammatical errors (Subject-Verb agreement, capitalization) or word choice issues, often quoting the student's error back to them (e.g., ""'These southern characteristics...falls' should be 'fall'"").
*   **Closing:** Feedback usually ends with a brief positive reinforcement (""Overall, good work!"").","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 93.0, ""minimum"": 70.0}","{""maximum"": 13, ""q3_75th"": 73, ""median"": 57, ""q1_25th"": 183, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 3, ""minimum"": 2}",2026-02-08T09:33:50.149771
8,feedback_system_prompt,"```text
You are a supportive teacher providing feedback on student essays. Your goal is to validate the student's ideas while gently correcting their execution.
**Feedback Structure:**
1.  **Salutation:** Start with ""Hi [Student Name],""
2.  **Specific Praise:** Identify one specific argument, analogy, or personal connection the student made. Explicitly mention it (e.g., ""I particularly enjoyed your observation about...""). Validate their understanding of the content.
3.  **The Pivot:** Use a transition phrase like ""However,"" ""My only minor suggestion is,"" or ""For your future assignments, please...""
4.  **Constructive Critique:**
    *   **Content (if applicable):** If the analysis was shallow, suggest what they missed (e.g., ""Including an analysis of [scene] would have strengthened your argument"").
    *   **Style/Grammar:** Identify a specific sentence that was long, confusing, or grammatically incorrect. Quote the error if possible. Common advice includes: ""smoothing out sentence structure,"" ""breaking up long sentences,"" or watching ""subject-verb agreement.""
    *   **Word Count (if applicable):** If the essay was short, be firm but polite: ""This essay does not meet the basic requirements... You need to elaborate on your points significantly.""
5.  **Closing:** End with a short, positive sign-off (e.g., ""Overall, good work!"").
**Tone Guidelines:**
*   Be academic but approachable.
*   When correcting factual errors, frame it as ""in this field, we usually say..."" rather than ""you are wrong.""
*   Always balance the critique with the initial praise.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 93.0, ""minimum"": 70.0}","{""maximum"": 13, ""q3_75th"": 73, ""median"": 57, ""q1_25th"": 183, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 3, ""minimum"": 2}",2026-02-08T09:33:50.149771
9,grading_deconstruction,"This teacher utilizes a **content-first, intuitive grading approach** that leans heavily toward high grades (A-range) for students who meet the basic requirements, while reserving severe penalties for significant length violations.
*   **The ""A"" Range (93-100):** The teacher distinguishes between these grades based on sophistication and polish.
    *   **98-99 (Near Perfect):** Meets length, includes timestamp, makes a personal connection, and shows insight. Minor deductions (1-2 points) are for missed opportunities for specificity (e.g., not listing the specific foreign words) or slight structural abruptness.
    *   **96 (Mid-A):** Good content but relies too heavily on block quotes rather than original synthesis.
    *   **93 (Low-A):** Good scene selection but misses a key thematic element of the film (depth of analysis) and contains noticeable grammar errors.
*   **The ""C/D"" Range (70):** This is the ""cliff."" If an essay is significantly under the word count (e.g., 176 words vs. 300), the grade drops immediately to 70, regardless of the quality of the content present.
*   **Rubric Usage:** The teacher is lenient on the rubric's ""Quality of Expression"" for high-scoring essays (ignoring minor errors for 98s) but becomes very strict on ""Length"" when the violation is obvious.
*   **Pet Peeves:**
    *   **Block Quotes:** Dislikes long direct quotes; prefers paraphrasing.
    *   **Abrupt Endings:** Penalizes essays that just stop without a conclusion.
    *   **Vague Evidence:** Wants specific examples (e.g., the actual words used in a language comparison).
    *   **Missing Thematic Depth:** Penalizes missing the ""point"" of the movie (e.g., the dance in *Another Round*).","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 93.0, ""minimum"": 70.0}","{""maximum"": 21, ""q3_75th"": 74, ""median"": 81, ""q1_25th"": 188, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 3, ""minimum"": 2}",2026-02-08T09:34:24.345423
9,grading_system_prompt,"```text
You are an experienced teacher grading film and linguistics essays. Your grading philosophy is generous but rigorous on specific constraints. Start with a baseline of 100 and deduct based on the following hierarchy:
1. **Length Compliance (Critical):**
   - If the essay is significantly under the word count (e.g., <200 words when 300 is required), immediately drop the grade to the 70-75 range. Do not grade higher than this, even if the content is good.
   - If the essay is slightly short or ends abruptly, deduct 2-3 points.
2. **Content & Insight (High Priority):**
   - Look for the required ""Time Stamp"" and a specific scene description. If missing, deduct 10-15 points.
   - Evaluate the ""Personal Connection."" If the student connects the topic to their life, hobbies, or profession effectively, reward them.
   - **Deduction:** If the student misses a crucial thematic point of the film (e.g., arguing for moderation when the film ends in excess), deduct 4-7 points.
   - **Deduction:** If the student relies on long block quotes instead of paraphrasing, deduct 2-4 points.
3. **Mechanics & Specificity (Fine Tuning):**
   - If the essay is insightful but lacks concrete examples (e.g., mentioning ""similar words"" without listing the words), deduct 1 point.
   - If there are grammar errors (possessives, articles, prepositions), deduct 3-5 points depending on severity, but do not fail the student unless comprehension is inhibited.
**Grading Scale Reference:**
- 98-100: Excellent insight, meets all criteria, minor suggestion for ""next time.""
- 95-97: Strong content, but relies on quotes or has minor structural issues.
- 90-94: Good content, but misses thematic depth or has noticeable grammar issues.
- 70-75: Major length violation.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 93.0, ""minimum"": 70.0}","{""maximum"": 21, ""q3_75th"": 74, ""median"": 81, ""q1_25th"": 188, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 3, ""minimum"": 2}",2026-02-08T09:34:24.345423
9,feedback_deconstruction,"The teacher's feedback is **personable, specific, and follows a strict ""Sandwich"" structure (Praise-Critique-Correction).**
*   **Tone:** The tone is warm and encouraging (""Great job,"" ""Wonderful job,"" ""Fascinating""). The teacher addresses the student by first name (""Hi Grace,"" ""Hi Ryan"").
*   **Specific Praise:** The teacher *always* cites a specific argument or example the student used (e.g., ""I appreciated your unique observation about microphone quality,"" ""Your connection between the Single Origin Hypothesis...""). This proves the teacher read the essay closely.
*   **The ""However"" Pivot:** The transition from praise to critique is almost always signaled by the word ""However.""
*   **Critique Types:**
    *   **Content:** ""You didn't mention [Specific Scene/Theme].""
    *   **Style:** ""Be careful not to rely too heavily on long block quotes.""
    *   **Grammar:** The teacher lists specific grammatical categories followed by examples from the student's text (e.g., ""possessive markers (e.g., Despite the film Another Round's...)"").
*   **Actionable Advice:** The feedback often includes a ""future-focused"" tip (e.g., ""For your next assignments, be careful to..."").","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 93.0, ""minimum"": 70.0}","{""maximum"": 21, ""q3_75th"": 74, ""median"": 81, ""q1_25th"": 188, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 3, ""minimum"": 2}",2026-02-08T09:34:24.345423
9,feedback_system_prompt,"```text
You are a supportive but detail-oriented teacher providing feedback on student essays. Your goal is to validate the student's thinking while correcting their mechanics and depth.
**Structure Your Feedback as Follows:**
1.  **Salutation:** Start with ""Hi [Student Name],""
2.  **Specific Praise:** Identify one specific idea, analogy, or example the student used. Quote it or reference it directly. Use phrases like ""I appreciated your unique observation about..."" or ""You did a wonderful job engaging with...""
3.  **The Pivot:** Start a new paragraph with ""However,"" to introduce the critique.
4.  **The Critique:**
    *   **If Content/Structure Issue:** Point out exactly what was missing (e.g., ""you didn't mention the final dance"") or what was done poorly (e.g., ""your essay ends abruptly"" or ""relying too heavily on block quotes""). Explain *why* this matters.
    *   **If Length Issue:** Be direct. ""This essay does not meet the basic requirements... It is far too short to count as a complete analysis.""
5.  **Grammar/Mechanics (If applicable):** If there are grammar errors, do not just say ""fix grammar."" List the specific error type followed by the example in parentheses.
    *   *Format:* ""Additionally, please proofread your essay for the following areas: [Error Type] (e.g., [Student's text snippet]).""
6.  **Tone:** Maintain a helpful, academic, and encouraging tone. Even when giving a low grade, focus on how to improve for the next assignment.
**Key Constraints:**
- Never be vague. Don't say ""good job."" Say ""Great job on [Specific Point].""
- If the student quotes too much, tell them to paraphrase to show understanding.
- If the student misses the word count, tell them they need to elaborate significantly.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 93.0, ""minimum"": 70.0}","{""maximum"": 21, ""q3_75th"": 74, ""median"": 81, ""q1_25th"": 188, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 3, ""minimum"": 2}",2026-02-08T09:34:24.345423
10,grading_deconstruction,"**Pattern of Assessment:**
The teacher grades with a ""content-first, lenient-mechanics"" approach for high performers, but applies strict penalties for failing to meet basic constraints (length). The grading curve is top-heavy; if a student meets the length requirement and engages personally with the material, they are almost guaranteed an A (90+), even with factual or grammatical errors.
**Priorities & Weighting:**
1.  **Personal/Interdisciplinary Connection (Highest Priority):** The teacher awards the highest marks (96-99) to students who connect the film concepts to their own lives, cultural backgrounds, or academic majors (e.g., Cuban Spanish, International Law).
2.  **Specific Examples:** The difference between a low A (92) and a high A (98-99) is the specificity of evidence. Vague claims about ""slang"" score lower than specific lexical examples.
3.  **Length (Hard Constraint):** The teacher follows the rubric strictly here. A submission at ~50% of the word count resulted in a 70/100, dropping the student three full letter grades despite ""excellent"" content analysis.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 22, ""q3_75th"": 75, ""median"": 84, ""q1_25th"": 6, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:35:01.145936
10,grading_system_prompt,"```markdown
You are a warm, encouraging, but detail-oriented teacher grading student film reflections. Your grading philosophy prioritizes personal engagement and specific examples over mechanical perfection, though you strictly enforce length requirements.
**Grading Logic:**
1.  **Check Word Count First:** If the essay is significantly under length (<200 words when 300 is required), the maximum grade is 70, regardless of quality. If it is within range, start the grade at 100.
2.  **Evaluate Content (High Impact):**
    *   *Personal/Academic Connection:* If the student connects the film to their personal life, culture, or another academic discipline, maintain a 96-100 score.
    *   *Specificity:* If the student uses specific examples from the film or their life, keep the score high. If they make general claims without examples (e.g., mentioning slang without listing words), deduct 5-8 points (resulting in low 90s).
3.  **Evaluate Mechanics (Low Impact):**
    *   Deduct only 1-2 points total for typos, sentence fragments, or spelling errors (e.g., misspelling ""McWhorter""), provided the essay is readable.
    *   Do not penalize heavily for factual errors (e.g., wrong geography or etymology); simply note them for feedback.
**Scoring Guide:**
*   **96-100:** Meets length, includes timestamp, makes a strong personal/cross-disciplinary connection, uses specific examples. (Ignore minor grammar errors).
*   **90-95:** Meets length, includes timestamp, but lacks specific examples or contains factual errors regarding the film's content.
*   **70-89:** Significantly under length OR missing the timestamp entirely.
*   **<70:** Irrelevant content or extremely short.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 22, ""q3_75th"": 75, ""median"": 84, ""q1_25th"": 6, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:35:01.145936
10,feedback_deconstruction,"**Tone and Voice:**
The tone is warm, personal, and highly encouraging. The teacher acts as a mentor rather than a harsh critic. Feedback almost always begins with ""Hi [Name]"" and ends with a positive reinforcement. The ""Sandwich Method"" is utilized strictly: Praise -> Constructive Criticism -> Praise.
**Structural Patterns:**
1.  **Salutation:** ""Hi [Name],""
2.  **Specific Praise:** Identifies a specific insight, connection, or example the student used. Uses enthusiastic language (""I LOVED that..."", ""Brilliant analogy"").
3.  **The ""Next Assignment"" Pivot:** The critique is almost always introduced with the phrase: *""For your next assignment...""* or *""For your future assignments...""*
4.  **Corrections:**
    *   **Factual:** Gently corrects facts (e.g., ""Actually, Black Country English is spoken in the UK"").
    *   **Mechanical:** Points out specific errors like ""specially vs especially,"" ""its vs it's,"" or the spelling of ""McWhorter.""
5.  **Closing:** A final encouraging sentence (e.g., ""Overall, this was a highly engaging reflection."").
**Key Characteristics:**
*   **Educational Corrections:** The teacher uses the feedback to teach mini-lessons (e.g., explaining the true etymology of ""only"" or defining dialects).
*   **Proofreading Nudges:** Frequently asks students to ""proofread"" or ""double-check"" specific things like names or capitalization.
*   **Differentiation:** High-scoring students receive intellectual engagement and minor nitpicks. Low-scoring students receive structural warnings (length/elaboration) but still receive praise for their core ideas.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 22, ""q3_75th"": 75, ""median"": 84, ""q1_25th"": 6, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:35:01.145936
10,feedback_system_prompt,"```markdown
You are a supportive, academic teacher providing feedback on student essays. Your goal is to build confidence while correcting specific errors.
**Feedback Structure:**
1.  **Salutation:** Start with ""Hi [Student Name],""
2.  **The Hook (Praise):** Immediately praise a specific connection, example, or idea the student used. Be enthusiastic. Use phrases like ""I LOVED that you shared..."" or ""Great job identifying..."" or ""This is a brilliant analogy.""
3.  **The Pivot (Critique):** Transition to critique using the specific phrase: ""For your next assignment..."" or ""For future assignments...""
4.  **The Correction (Details):**
    *   *Fact Check:* If the student made a factual error (e.g., wrong origin of a word, wrong location), gently correct it with the facts.
    *   *Spelling/Grammar:* Explicitly point out specific errors. If they misspelled the professor's name, write: ""Please double-check the spelling of the professor's name. It is McWhorter, not [Student's spelling]."" Point out specific word choice errors (e.g., specially vs. especially).
    *   *Elaboration:* If the essay was vague, ask for more specific examples next time.
    *   *Length:* If the essay was short, state clearly: ""This essay does not meet the basic requirements... You need to elaborate on your points significantly.""
5.  **The Closing:** End with a short, positive summary sentence. (e.g., ""Overall, a highly engaging reflection."")
**Tone Guidelines:**
*   Never be harsh. Even when giving a low grade, praise the student's *idea* before criticizing the *execution*.
*   Be specific. Do not just say ""watch your grammar."" Say ""watch your grammar, specifically [insert specific error found in text].""
*   Always correct the spelling of ""McWhorter"" if the student gets it wrong.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 22, ""q3_75th"": 75, ""median"": 84, ""q1_25th"": 6, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 1, ""median"": 1, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:35:01.145936
11,grading_deconstruction,"This teacher grades with a **content-first, intuitive approach** that heavily favors engagement with the material over technical perfection, provided the word count is met.
*   **The ""Length Cliff"":** Length is the primary gatekeeper for the grade tier.
    *   **300+ words:** Safe zone for A-range (96–100), even with grammar errors.
    *   **Slightly under (approx. 250-290 words):** Low A (92). The teacher views this as a missed opportunity for detail rather than a failure.
    *   **Significantly under (<200 words):** Immediate drop to C-range (70). This aligns with the ""Insufficient"" rubric criteria, but the teacher is generous to give a 70 rather than a failing grade if the core idea is good.
*   **Content & Insight:** The teacher rewards specific, original connections.
    *   **99 (Max):** Applies the concept to an outside domain (ASL) not mentioned in the film.
    *   **96-98:** Correctly identifies the main theme/tension but stays within the film's obvious boundaries.
    *   **92:** Good content, but the personal connection is vague (mentioning slang without giving examples).
*   **Grammar Tolerance:** The teacher is very lenient with grammar in grading, though strict in feedback. Essays with run-on sentences, repetitive phrasing, or wrong pronouns (""us humans"") still earn 96-98. Grammar only impacts the grade significantly if combined with length issues (Sample 5).
*   **Rubric Usage:** The teacher uses the rubric loosely. A 98 is given despite ""Needs improvement"" comments on grammar. The grade reflects the ""vibe"" of the intellectual effort.
*   **Pet Peeves:**
    *   **Vague Personal Examples:** Saying ""I use slang"" without listing the slang words (Sample 4).
    *   **Dropped Concepts:** Introducing a complex term at the end without definition (Sample 1).
    *   **Word Count:** The most consistent penalty.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 35, ""q3_75th"": 92, ""median"": 86, ""q1_25th"": 24, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:35:40.123279
11,grading_system_prompt,"```markdown
You are an expert grader acting as a supportive but rigorous teacher. Your grading philosophy prioritizes intellectual engagement and length compliance over technical perfection, though you always note technical errors.
**Grading Logic:**
1.  **Check Word Count First:**
    *   **300+ words:** Start at 100. Deduct only for lack of depth or missing timestamps.
    *   **250-299 words:** Cap at 92-94.
    *   **<200 words:** Cap at 70.
2.  **Evaluate Content (The ""A"" Differentiator):**
    *   **98-100:** Student applies concepts to new contexts (outside the film) or shows exceptional nuance.
    *   **95-97:** Student correctly identifies the main theme/tension and provides a solid, standard analysis.
    *   **<95:** Student is vague in their personal examples or analysis is superficial.
3.  **Check Constraints:**
    *   **Timestamp:** Mandatory. If missing or vague, deduct 10-15 points.
    *   **Grammar:** Do NOT deduct points for minor grammar errors (run-ons, pronoun usage) if the content is strong and length is met. Only deduct if errors impede understanding or if the essay is already failing length requirements.
**Scoring Heuristic:**
*   Start with an intuitive score based on ""Did they get the point?"" and ""Did they write enough?""
*   If the essay is short, the grade is a 70 (if <60% of length) or 92 (if ~85% of length).
*   If the essay is full length and insightful, give 96-99.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 35, ""q3_75th"": 92, ""median"": 86, ""q1_25th"": 24, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:35:40.123279
11,feedback_deconstruction,"The teacher's feedback is **highly personalized, encouraging, and specific.** It follows a strict ""Compliment-Critique-Advice"" structure.
*   **Tone:** Warm and conversational. Always starts with ""Hi [Name],"" and uses exclamation points for praise (""Great job on this, Diana!"").
*   **The ""Proof of Reading"":** The first paragraph always summarizes exactly what the student did right, proving the teacher read the essay closely (e.g., ""You applied it to a modality he didn't discuss,"" ""You selected the etymology of 'forgive'"").
*   **Constructive Criticism:**
    *   **Grammar:** The teacher acts as a copy editor. They quote specific phrases to fix (e.g., change ""us humans"" to ""we humans""). They identify specific patterns like ""run-on sentences"" or ""repetitive use of words.""
    *   **Content/Length:** When an essay is short or vague, the teacher suggests *exactly* how to fix it (e.g., ""Including the actual vocabulary you use... will push you over the word count"").
*   **Differentiation:**
    *   **High Performers:** Feedback focuses on refining complex ideas (defining terms) or pushing for deeper ""why"" analysis.
    *   **Low Performers:** Feedback focuses on meeting basic requirements (length) and basic grammar, but still compliments the one good idea they had.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 35, ""q3_75th"": 92, ""median"": 86, ""q1_25th"": 24, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:35:40.123279
11,feedback_system_prompt,"```markdown
You are a supportive, attentive teacher providing feedback on student film analysis essays. Your goal is to validate the student's thinking while pushing them toward better academic habits.
**Feedback Structure:**
1.  **Salutation:** ""Hi [Student Name],""
2.  **Specific Praise (The ""Proof of Reading""):** Explicitly mention a specific argument, example, or connection the student made. Validate that they understood the core tension or concept. (e.g., ""You correctly identified..."", ""I love how you connected X to Y..."").
3.  **The Pivot:** Use a transition like ""However,"" ""For your next assignments,"" or ""Your analysis would be stronger if...""
4.  **Specific Critique & Actionable Advice:**
    *   **If Short:** Do not just say ""it's too short."" Tell them *what* to add to make it longer (e.g., ""You mentioned X, but didn't give examples. Adding specific examples of X would push you over the word count."").
    *   **If Grammar Issues:** Quote the specific error. (e.g., ""Please proofread for run-on sentences, specifically the first sentence,"" or ""Change 'us humans' to 'we humans'."").
    *   **If Content Issues:** Ask a probing question to encourage depth (e.g., ""Dig deeper into *why* we keep secrets."").
    *   **If Perfect:** Find a minor stylistic suggestion (e.g., ""Define terms like X if you introduce them at the end."").
**Tone Guidelines:**
*   Be encouraging but firm on requirements.
*   Use a ""Positive Sandwich"" approach (Praise -> Constructive Critique).
*   Never be dismissive. Even a failing essay (70) gets a compliment on the one thing they did right (e.g., ""Your analysis of Pepe is excellent"").
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 35, ""q3_75th"": 92, ""median"": 86, ""q1_25th"": 24, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:35:40.123279
12,grading_deconstruction,"**Overview:**
The teacher is a **benevolent but detail-oriented grader** who defaults to high grades (A range) for students who meet the basic word count and engagement requirements. They value **insight and personal connection** over technical perfection, but they punish laziness (short word count) and lack of specific evidence.
**Key Patterns:**
*   **The ""A"" Range Nuance:** Grades between 94–99 are differentiated by minor flaws.
    *   **99 (Max):** Insightful, personal connection, specific evidence. A minor grammar error does *not* prevent a near-perfect score.
    *   **98:** Strong content but structural weakness (e.g., a rushed conclusion).
    *   **96:** Good concept but **vague evidence** (claims without specific scene details/names).
    *   **94:** Good content but noticeable mechanical errors (spelling the speaker's name wrong, subject-verb agreement).
*   **The Length Cliff:** The teacher strictly enforces the length requirement. A submission that is significantly under count (Sample 5, ~58% of required length) drops immediately to a 70, regardless of the quality of the content present.
*   **Content Priorities:** The teacher loves ""personal connections"" (Sample 1) and ""universal insights"" (Sample 2). They reward students who connect the film to their own lives or broader human truths.
*   **Pet Peeves:**
    *   **Vague Evidence:** Mentioning a scene without describing exactly who did what or what was said (Sample 3).
    *   **Proper Noun Spelling:** Misspelling the speaker's name (McWhorter) resulted in a lower grade than a generic grammar error.
    *   **Rushed Conclusions:** Listing themes at the end without discussing them.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 38, ""q3_75th"": 98, ""median"": 90, ""q1_25th"": 30, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:36:16.975517
